"Division";"Classe";"Ordre";"SPECIES_NumSysCPerm";"SPECIES_CPerm";"SPECIES_AphiaID";"SPECIES_NAME";"SELECT_ATL";"SELECT_MAN";"SELECT_MED";"RASTERname_ATL";"RASTERname_MAN";"RASTERname_MED";"Groupe"
"Cnidaria";"Anthozoa";"Pennatulacea";"31351000.3006";3006;105852;"Pteroeides griseum";1;0;0;"NumSysCPerm_31351000-3006_PRTOGRI_TOTAL_GRIDsurvey.tif";NA;NA;"Cnidaria"
"Mollusca";"Cephalopoda";"Oegopsida";"116900100.509";509;140625;"Todarodes sagittatus";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Ophiuroidea";"Euryalida";"211300400.6242";6242;124147;"Asteronyx loveni";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Bivalvia";"Pectinoida";"84000000.361";361;420736;"Pectinidae";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Cephalaspidea";"73391100.7098";7098;102926;"Gastropteron rubrum";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Holothuroidea";"Elasipodida";"215503200.12032";12032;NA;"Laetmogone violacea";0;0;0;NA;NA;NA;"Echinodermata"
"Arthropoda";"Maxillopoda";"Scalpelliformes";"143100000.715";715;106036;"Scalpellum scalpellum";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"190000000.1044";1044;106750;"Corystes cassivelaunus";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Bivalvia";"Veneroida";"95300000.387";387;137738;"Laevicardium crassum";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Neogastropoda";"71800000.305";305;138235;"Nassarius reticulatus";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Cephalopoda";"Octopoda";"118200000.514";514;138268;"Octopus vulgaris";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Echinoidea";"Camarodonta";"212611000.1172";1172;124294;"Psammechinus miliaris";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Bivalvia";"Veneroida";"94500000.380";380;138990;"Acanthocardia echinata";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"172600000.920";920;107614;"Palaemon serratus";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Gastropoda";"Nudibranchia";"77961500.331";331;137677;"Armina loveni";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Echinoidea";"Spatangoida";"213400000.4388";4388;107205;"Brissopsis lyrifera";0;0;0;NA;NA;NA;"Echinodermata"
"Arthropoda";"Malacostraca";"Decapoda";"180411000.971";971;106802;"Jaxea nocturna";0;0;0;NA;NA;NA;"Arthropoda"
"Annelida";"Polychaeta";"Terebellida";"39301110.211";211;974;"Sternaspis scutata";0;0;0;NA;NA;NA;"Annelida"
"Arthropoda";"Malacostraca";"Decapoda";"184900000.1012";1012;107154;"Galathea dispersa";0;0;0;NA;NA;NA;"Arthropoda"
"Cnidaria";"Anthozoa";"Scleractinia";"28911100.4385";4385;100834;"Caryophyllia (Caryophyllia) smithii";0;0;0;NA;NA;NA;"Cnidaria"
"Arthropoda";"Malacostraca";"Decapoda";"182530000.7270";7270;1385;"Pagurus carneus";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"166630100.886";886;107662;"Chlorotocus crassicornis";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Asteroidea";"Notomyotida";"205601000.12054";12054;NA;"Benthopectinidae";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Gastropoda";"Littorinimorpha";"67600000.281";281;139023;"Galeodea rugosa";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"166121000.6807";6807;123188;"Systellaspis debilis";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Asteroidea";NA;"204500000.1144";1144;107283;"Asteroidea";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Bivalvia";"Pectinoida";"84605100.3599";3599;138132;"Pseudamussium clavatum";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Veneroida";"99101000.3643";3643;152828;"Arcopagia balaustina";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"178810000.951";951;106862;"Homarus gammarus";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Cephalopoda";"Octopoda";"118100000.513";513;11782;"Octopus";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Pectinoida";"84700160.365";365;140711;"Aequipecten opercularis";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"177300000.958";958;107703;"Palinurus mauritanicus";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"186900000.1028";1028;106744;"Paromola cuvieri";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"185200000.1015";1015;107152;"Munida";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Echinoidea";"Camarodonta";"212731400.1169";1169;124249;"Echinus melo";0;0;0;NA;NA;NA;"Echinodermata"
"Echinodermata";"Echinoidea";"Camarodonta";"212731000.1167";1167;124392;"Echinus";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";NA;NA;"57100001.225";225;146142;"Mollusca";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Nudibranchia";"77000001.4410";4410;154;"Nudibranchia";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"191100000.1055";1055;107276;"Cancer bellianus";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Asteroidea";"Velatida";"208911200.7287";7287;124402;"Pteraster pulvillus";0;0;0;NA;NA;NA;"Echinodermata"
"Echinodermata";"Asteroidea";"Valvatida";"207700000.3685";3685;141744;"Peltaster placenta";0;0;0;NA;NA;NA;"Echinodermata"
"Echinodermata";"Asteroidea";"Paxillosida";"205022100.6809";6809;128490;"Plutonaster bifrons";0;0;0;NA;NA;NA;"Echinodermata"
"Echinodermata";"Echinoidea";"Cidaroida";"211511100.6812";6812;107027;"Cidaris cidaris";0;0;0;NA;NA;NA;"Echinodermata"
"Arthropoda";"Malacostraca";"Decapoda";"177200000.957";957;107059;"Palinurus elephas";0;0;0;NA;NA;NA;"Arthropoda"
"Chordata";"Ascidiacea";"Stolidobranchia";"217800270.3197";3197;158878;"Styela clava";0;0;0;NA;NA;NA;"Chordata"
"Arthropoda";"Malacostraca";"Decapoda";"195111100.7199";7199;140709;"Distolambrus maltzami";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Ophiuroidea";"Ophiurida";"209600200.1156";1156;123200;"Ophiura albida";0;0;0;NA;NA;NA;"Echinodermata"
"Echinodermata";"Holothuroidea";"Aspidochirotida";"214720200.7273";7273;136025;"Parastichopus tremulus";0;0;0;NA;NA;NA;"Echinodermata"
"Chordata";"Ascidiacea";"Aplousobranchia";"217716800.12760";12760;NA;"Diazona violacea";0;0;0;NA;NA;NA;"Chordata"
"Annelida";"Polychaeta";"Spionida";"38704000.7125";7125;893;"Chaetopteridae";0;0;0;NA;NA;NA;"Annelida"
"Mollusca";"Gastropoda";"Nudibranchia";"77511000.7482";7482;10211;"Kaloplocamus ramosus";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";NA;"57300000.226";226;51;"Gastropoda";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"193920000.1064";1064;106920;"Bathynectes maravigna";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Pycnogonida";"Pantopoda";"121211656.4665";4665;129714;"Pycnogonum litorale";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"171510000.914";914;108343;"Processa canaliculata";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Gastropoda";"Pleurobranchomorpha";"74911100.7486";7486;141710;"Berthella plumula";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Cephalopoda";"Sepiolida";"113250000.7674";7674;141460;"Sepiola pfefferi";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Nudibranchia";"77221300.326";326;139623;"Doris pseudoargus";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"185100000.1014";1014;107150;"Galathea nexa";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"200944000.1126";1126;107316;"Inachus leptochirus";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Gastropoda";"Littorinimorpha";"65020280.6263";6263;117;"Capulus ungaricus";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"166610000.7201";7201;381759;"Atlantopandalus propinqvus";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"167750000.884";884;107660;"Plesionika martia";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Ophiuroidea";"Ophiurida";"210800000.1158";1158;124929;"Ophiothrix fragilis";0;0;0;NA;NA;NA;"Echinodermata"
"Cnidaria";"Anthozoa";"Actiniaria";"28813400.4734";4734;100987;"Urticina eques";0;0;0;NA;NA;NA;"Cnidaria"
"Arthropoda";"Malacostraca";"Lophogastrida";"146122110.780";780;120056;"Lophogaster typicus";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Gastropoda";NA;"61211000.246";246;138584;"Calliostoma granulatum";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"169800100.4675";4675;117940;"Spirontocaris lilljeborgii";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Echinoidea";"Echinothurioida";"211516000.7334";7334;107248;"Echinothurioida";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Gastropoda";"Neogastropoda";"71400000.4405";4405;107504;"Neptunea antiqua";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Littorinimorpha";"64700000.262";262;138760;"Aporrhais serresianus";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"193930000.4427";4427;126989;"Bathynectes longipes";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Bivalvia";"Veneroida";"96700000.394";394;138159;"Spisula elliptica";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"167100000.878";878;107044;"Pandalus montagui";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Bivalvia";"Pectinoida";"84601200.6139";6139;117877;"Palliolum tigerinum";0;0;0;NA;NA;NA;"Mollusca"
"Sipuncula";"Sipunculidea";"Golfingiida";"33513255.6290";6290;101095;"Golfingia (Golfingia) vulgaris vulgaris";0;0;0;NA;NA;NA;"Sipuncula"
"Arthropoda";"Malacostraca";"Decapoda";"199631000.1114";1114;107350;"Hyas coarctatus";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"197100001.1094";1094;107420;"Monodaeus couchii";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Bivalvia";"Veneroida";"102700000.427";427;1780;"Glossus humanus";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Pectinoida";"86300000.3608";3608;137653;"Anomiidae";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Cephalopoda";"Sepiolida";"111700000.470";470;141445;"Sepiolidae";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Mytiloida";"81400000.344";344;211;"Mytilus";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Myoida";"108000000.3650";3650;141926;"Barnea candida";0;0;0;NA;NA;NA;"Mollusca"
"Cnidaria";"Anthozoa";"Pennatulacea";"31041100.3007";3007;140545;"Veretillum cynomorium";0;0;0;NA;NA;NA;"Cnidaria"
"Mollusca";"Gastropoda";"Nudibranchia";"77836300.329";329;139561;"Tethys fimbria";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"165700000.867";867;107052;"Pasiphaea multidentata";0;0;0;NA;NA;NA;"Arthropoda"
"Cnidaria";"Anthozoa";NA;"28600001.131";131;135306;"Anthozoa";0;0;0;NA;NA;NA;"Cnidaria"
"Arthropoda";"Malacostraca";"Decapoda";"188503200.1038";1038;107302;"Ebalia tuberosa";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"185600000.1019";1019;107156;"Munida rutllanti";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Gastropoda";"Cephalaspidea";"73500000.317";317;138691;"Philine aperta";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Mytiloida";"81500000.345";345;138228;"Mytilus edulis";0;0;0;NA;NA;NA;"Mollusca"
"Cnidaria";"Anthozoa";"Zoantharia";"30011500.7327";7327;276250;"Epizoanthus paguriphilus";0;0;0;NA;NA;NA;"Cnidaria"
"Mollusca";"Cephalopoda";"Sepiolida";"113200000.480";480;141456;"Sepiola ligulata";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Ostreoida";"88000000.370";370;138298;"Ostrea edulis";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Neogastropoda";"69300000.293";293;406135;"Ocenebra erinaceus";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Pectinoida";"84706900.367";367;138315;"Mimachlamys varia";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Pycnogonida";NA;"121200000.528";528;1300;"Pycnogonida";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Cephalopoda";"Sepiolida";"113800000.486";486;141451;"Sepietta oweniana";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"181100000.2167";2167;125774;"Paguroidea";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"186600000.1026";1026;107190;"Brachyura";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"199111000.1118";1118;106912;"Eurynome";0;0;0;NA;NA;NA;"Arthropoda"
NA;NA;"Dendrochirotida";"213900000.3805";3805;154237;"Thyone";0;0;0;NA;NA;NA;NA
"Annelida";"Polychaeta";NA;"39403000.196";196;129914;"Maldanidae";0;0;0;NA;NA;NA;"Annelida"
"Arthropoda";"Malacostraca";"Amphipoda";"154051200.3981";3981;NA;"Haploops";0;0;0;NA;NA;NA;"Arthropoda"
"Sipuncula";"Sipunculidea";"Golfingiida";"33513660.147";147;136031;"Sipunculus (Sipunculus) nudus";0;0;0;NA;NA;NA;"Sipuncula"
"Sipuncula";NA;NA;"33500001.145";145;134980;"Sipuncula";0;0;0;NA;NA;NA;"Sipuncula"
"Echinodermata";"Ophiuroidea";NA;"209000000.1151";1151;123776;"Ophiuroidea";0;0;0;NA;NA;NA;"Echinodermata"
"Arthropoda";"Malacostraca";"Decapoda";"200940000.1125";1125;107317;"Inachus";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"165400000.864";864;107132;"Caridea";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Bivalvia";"Ostreoida";"90000000.3614";3614;138752;"Neopycnodonte cochlear";0;0;0;NA;NA;NA;"Mollusca"
"Brachiopoda";"Rhynchonellata";"Terebratulida";"120455200.3671";3671;196378;"Gryphus vitreus";0;0;0;NA;NA;NA;"Brachiopoda"
"Arthropoda";"Malacostraca";"Decapoda";"200931000.1122";1122;107318;"Ergasticus clouei";0;0;0;NA;NA;NA;"Arthropoda"
"Cnidaria";"Anthozoa";"Scleractinia";"28910000.7211";7211;100672;"Caryophylliidae";0;0;0;NA;NA;NA;"Cnidaria"
"Arthropoda";"Malacostraca";"Decapoda";"193100000.1067";1067;107397;"Liocarcinus";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"178801100.946";946;107719;"Astacidea";0;0;0;NA;NA;NA;"Arthropoda"
"Brachiopoda";"Rhynchonellata";"Terebratulida";"120611000.3672";3672;1803;"Terebratulina retusa";0;0;0;NA;NA;NA;"Brachiopoda"
"Arthropoda";"Malacostraca";"Lophogastrida";"146122100.4089";4089;107041;"Lophogaster";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Echinoidea";NA;"211500000.1163";1163;123613;"Echinoidea";0;0;0;NA;NA;NA;"Echinodermata"
"Arthropoda";"Malacostraca";"Decapoda";"188502500.4435";4435;126528;"Ebalia granulosa";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Bivalvia";"Pterioida";"83100000.353";353;140780;"Atrina pectinata";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"165800500.7329";7329;159493;"Pasiphaea tarda";0;0;0;NA;NA;NA;"Arthropoda"
"Cnidaria";"Anthozoa";"Actiniaria";"28841100.4412";4412;164;"Metridium senile";0;0;0;NA;NA;NA;"Cnidaria"
"Mollusca";"Bivalvia";NA;"78400000.336";336;103;"Bivalvia";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Asteroidea";"Valvatida";"207590000.7193";7193;138249;"Nymphaster arenatus";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Bivalvia";"Veneroida";"105700000.3015";3015;123129;"Timoclea ovata";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Echinoidea";"Camarodonta";"211727730.1173";1173;123389;"Sphaerechinus granularis";0;0;0;NA;NA;NA;"Echinodermata"
"Arthropoda";"Malacostraca";"Decapoda";"186000000.1023";1023;106837;"Pisidia longicornis";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Ophiuroidea";"Ophiurida";"210700000.4126";4126;123260;"Ophiothrix";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Bivalvia";"Pectinoida";"86500000.3609";3609;140235;"Anomia ephippium";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Littorinimorpha";"68651500.287";287;141104;"Ranella olearium";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Maxillopoda";NA;"142600000.712";712;135513;"Cirripedia";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"192500000.1062";1062;106929;"Portumnus latipes";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Mysida";"146010000.740";740;1090;"Mysida";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"191712000.1047";1047;106880;"Thia scutellata";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Cephalopoda";"Sepiolida";"113000000.478";478;141453;"Sepiola atlantica";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"182500000.993";993;106738;"Pagurus";0;0;0;NA;NA;NA;"Arthropoda"
"Annelida";"Polychaeta";"Sabellida";"39361510.156";156;129840;"Owenia fusiformis";0;0;0;NA;NA;NA;"Annelida"
"Echinodermata";"Echinoidea";"Spatangoida";"212750000.7142";7142;148743;"Spatangoida";0;0;0;NA;NA;NA;"Echinodermata"
"Arthropoda";"Pycnogonida";"Pantopoda";"121211600.6220";6220;1566;"Pycnogonidae";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Isopoda";"152200000.792";792;1133;"Isopoda";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Gastropoda";"Neogastropoda";"70400000.298";298;139931;"Buccinidae";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Veneroida";"102400000.3646";3646;141576;"Arctica islandica";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Veneroida";"94300000.378";378;229;"Acanthocardia";0;0;0;NA;NA;NA;"Mollusca"
"Cnidaria";"Anthozoa";"Alcyonacea";"30821000.3037";3037;967;"Alcyonium";0;0;0;NA;NA;NA;"Cnidaria"
"Echinodermata";"Asteroidea";"Velatida";"208922100.2404";2404;128667;"Crossaster papposus";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Gastropoda";"Littorinimorpha";"66800000.274";274;140547;"Euspira";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Veneroida";"93900100.4632";4632;103471;"Astarte sulcata";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";NA;"61212000.247";247;141753;"Calliostoma zizyphinum";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"165000200.862";862;107125;"Sergia robusta";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"196600000.1090";1090;107373;"Pilumnus hirtellus";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"181800000.987";987;106843;"Diogenes pugilator";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"171620000.4440";4440;106728;"Processa elegantula";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"185000000.1013";1013;107148;"Galathea intermedia";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Gastropoda";NA;"61100000.240";240;NA;"Trochidae";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Ophiuroidea";"Ophiurida";"209600000.1154";1154;123084;"Ophiura";0;0;0;NA;NA;NA;"Echinodermata"
