"Division";"Classe";"Ordre";"SPECIES_NumSysCPerm";"SPECIES_CPerm";"SPECIES_AphiaID";"SPECIES_NAME";"SELECT_ATL";"SELECT_MAN";"SELECT_MED";"RASTERname_ATL";"RASTERname_MAN";"RASTERname_MED";"Groupe"
"Arthropoda";"Malacostraca";"Decapoda";"194300000.1058";1058;107278;"Portunidae";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Echinoidea";"Spatangoida";"213161114.7283";7283;106695;"Echinocardium pennatifidum";0;0;0;NA;NA;NA;"Echinodermata"
NA;NA;"Dendrochirotida";"214200000.2203";2203;158885;"Leptopentacta elongata";0;0;0;NA;NA;NA;NA
"Annelida";"Clitellata";NA;"51000000.6136";6136;116999;"Hirudinea";0;0;0;NA;NA;NA;"Annelida"
"Echinodermata";"Holothuroidea";"Aspidochirotida";"214655300.12057";12057;NA;"Mesothuria (Allantis) intestinalis";0;0;0;NA;NA;NA;"Echinodermata"
"Cnidaria";"Anthozoa";"Actiniaria";"28813000.2434";2434;138580;"Urticina";0;0;0;NA;NA;NA;"Cnidaria"
"Arthropoda";"Malacostraca";"Decapoda";"183700000.1005";1005;107213;"Anapagurus hyndmanni";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Ophiuroidea";"Ophiurida";"211300100.1161";1161;125131;"Acrocnida brachiata";0;0;0;NA;NA;NA;"Echinodermata"
"Annelida";"Polychaeta";"Terebellida";"39358210.203";203;129697;"Lanice conchilega";0;0;0;NA;NA;NA;"Annelida"
"Echinodermata";"Crinoidea";NA;"204011000.1143";1143;107288;"Crinoidea";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Bivalvia";"Pectinoida";"84605200.4297";4297;106784;"Pseudamussium peslutrae";0;0;0;NA;NA;NA;"Mollusca"
"Brachiopoda";NA;NA;"120000001.3669";3669;139453;"Brachiopoda";0;0;0;NA;NA;NA;"Brachiopoda"
"Echinodermata";"Holothuroidea";"Apodida";"217105300.4396";4396;126634;"Oestergrenia digitata";0;0;0;NA;NA;NA;"Echinodermata"
"Arthropoda";"Malacostraca";"Decapoda";"182560000.1000";1000;107236;"Pagurus forbesii";0;0;0;NA;NA;NA;"Arthropoda"
"Annelida";"Polychaeta";"Phyllodocida";"38101000.154";154;883;"Aphroditidae";0;0;0;NA;NA;NA;"Annelida"
"Annelida";"Polychaeta";"Sabellida";"39369000.3032";3032;130490;"Sabellidae";0;0;0;NA;NA;NA;"Annelida"
"Mollusca";"Bivalvia";"Veneroida";"103100000.431";431;141936;"Venus casina";0;0;0;NA;NA;NA;"Mollusca"
"Porifera";"Demospongiae";"Halichondrida";"15000590.12197";12197;NA;"Phakellia ventilabrum";0;0;0;NA;NA;NA;"Porifera"
"Arthropoda";"Malacostraca";"Decapoda";"162920100.855";855;107101;"Parapenaeus longirostris";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Gastropoda";"Nudibranchia";"77821100.6138";6138;117302;"Dendronotus frondosus";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Nudibranchia";"77620000.7481";7481;10213;"Aeolidiella";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"171900000.915";915;107682;"Processa nouveli holthuisi";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"179111000.966";966;106799;"Calocaris macandreae";0;0;0;NA;NA;NA;"Arthropoda"
"Annelida";"Polychaeta";"Eunicida";"38401110.3240";3240;126302;"Diopatra neapolitana";0;0;0;NA;NA;NA;"Annelida"
"Mollusca";"Cephalopoda";"Sepiolida";"112700000.475";475;141461;"Rondeletiola minor";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"166500000.873";873;107581;"Pandalidae";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Ophiuroidea";"Ophiurida";"210333000.7675";7675;123189;"Ophiacantha brevispina";0;0;0;NA;NA;NA;"Echinodermata"
"Echinodermata";"Ophiuroidea";"Ophiurida";"209800300.4743";4743;117234;"Ophiocten affinis";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Cephalopoda";"Sepiolida";"113600000.484";484;138482;"Sepietta neglecta";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Decapoda";"173700000.930";930;107549;"Crangon";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"191700000.7278";7278;106685;"Portunoidea";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"190500000.1049";1049;106748;"Atelecyclus";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Malacostraca";"Decapoda";"197400000.2208";2208;368408;"Xantho pilipes";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Cephalopoda";"Sepiolida";"113401000.7182";7182;856;"Sepiola tridens";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Scaphopoda";"Dentaliida";"110800000.462";462;NA;"Antalis entalis";0;0;0;NA;NA;NA;"Mollusca"
"Arthropoda";"Malacostraca";"Isopoda";"152251100.6875";6875;13800;"Astacilla";0;0;0;NA;NA;NA;"Arthropoda"
"Arthropoda";"Maxillopoda";"Lepadiformes";"143300000.4206";4206;555935;"Lepas";0;0;0;NA;NA;NA;"Arthropoda"
NA;NA;"Dendrochirotida";"213900200.1175";1175;124319;"Thyone fusus";0;0;0;NA;NA;NA;NA
"Echinodermata";"Asteroidea";"Paxillosida";"205011000.4123";4123;107068;"Luidia";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Gastropoda";NA;"73000000.315";315;141861;"Opisthobranchia";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Asteroidea";"Valvatida";"207300700.12046";12046;NA;"Odontaster mediterraneus";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Bivalvia";"Arcoida";"81209165.3597";3597;140571;"Limopsis aurita";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Ophiuroidea";"Ophiurida";"210200000.4417";4417;138758;"Ophiopholis aculeata";0;0;0;NA;NA;NA;"Echinodermata"
NA;NA;"Dendrochirotida";"213654000.7673";7673;377975;"Psolus phantapus";0;0;0;NA;NA;NA;NA
"Mollusca";"Gastropoda";"Pleurobranchomorpha";"75300000.4209";4209;106087;"Pleurobranchus membranaceus";0;0;0;NA;NA;NA;"Mollusca"
"Echinodermata";"Crinoidea";"Comatulida";"204110000.4510";4510;154286;"Antedon";0;0;0;NA;NA;NA;"Echinodermata"
"Mollusca";"Bivalvia";"Arcoida";"81209160.3596";3596;6072;"Limopsis";0;0;0;NA;NA;NA;"Mollusca"
NA;NA;NA;"12000000.3383";3383;159439;"Plantae";0;0;0;NA;NA;NA;NA
"Arthropoda";"Malacostraca";"Decapoda";"162100000.848";848;106725;"Aristaeomorpha foliacea";0;0;0;NA;NA;NA;"Arthropoda"
"Mollusca";"Cephalopoda";"Sepiida";"111300000.466";466;11723;"Sepia";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Veneroida";"96800000.395";395;140300;"Spisula solida";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Veneroida";"96500000.392";392;140297;"Mactra stultorum";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Littorinimorpha";"65300000.267";267;141;"Calyptraea chinensis";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Nudibranchia";"77267700.11779";11779;126323;"Rostanga rubra";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Cephalopoda";"Octopoda";"118700000.518";518;140604;"Scaeurgus unicirrhus";0;0;0;NA;NA;NA;"Mollusca"
"Cnidaria";"Anthozoa";"Zoantharia";"30011000.4512";4512;154284;"Epizoanthus";0;0;0;NA;NA;NA;"Cnidaria"
"Mollusca";"Gastropoda";"Nudibranchia";"77611100.4749";4749;140768;"Aeolidia papillosa";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Nuculida";"78600000.338";338;204;"Nucula";0;0;0;NA;NA;NA;"Mollusca"
"Chordata";"Actinopterygii";"Perciformes";"402400000.1749";1749;126969;"Ammodytes tobianus";0;0;0;NA;NA;NA;"Chordata"
"Mollusca";"Gastropoda";"Anaspidea";"73900000.3200";3200;103929;"Aplysia";0;0;0;NA;NA;NA;"Mollusca"
"Chordata";"Actinopterygii";"Osmeriformes";"274900000.1394";1394;127180;"Argentina sphyraena";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"431200000.1972";1972;125576;"Arnoglossus imperialis";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"431350000.1971";1971;154473;"Arnoglossus laterna";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Beloniformes";"321400000.1488";1488;10319;"Belone belone";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"437900000.2003";2003;127156;"Buglossidium";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"438000000.2004";2004;126126;"Buglossidium luteum";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"407200000.1811";1811;126930;"Callionymus lyra";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"407300000.1812";1812;125522;"Callionymus maculatus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"407400000.1813";1813;125930;"Callionymus reticulatus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"425503050.1624";1624;127425;"Capros aper";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"388900000.1654";1654;126858;"Cepola macrophthalma";0;0;0;NA;NA;NA;"Chordata"
"Mollusca";"Bivalvia";"Veneroida";"103700000.435";435;141907;"Chamelea striatula";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Littorinimorpha";"68600000.288";288;141115;"Charonia lampas";0;0;0;NA;NA;NA;"Mollusca"
"Chordata";"Actinopterygii";"Scorpaeniformes";"334700110.1912";1912;126180;"Chelidonichthys cuculus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Scorpaeniformes";"334700507.1921";1921;127265;"Chelidonichthys lucernus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Scorpaeniformes";"334700508.1913";1913;127266;"Chelidonichthys obscurus";0;0;0;NA;NA;NA;"Chordata"
"Mollusca";"Scaphopoda";NA;"110400000.460";460;137857;"Scaphopoda";0;0;0;NA;NA;NA;"Mollusca"
"Chordata";"Actinopterygii";"Clupeiformes";"261900000.1349";1349;126714;"Clupea harengus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Anguilliformes";"256300000.1467";1467;126308;"Conger conger";0;0;0;NA;NA;NA;"Chordata"
"Mollusca";"Bivalvia";"Ostreoida";"87812100.372";372;138297;"Crassostrea gigas";0;0;0;NA;NA;NA;"Mollusca"
"Chordata";"Actinopterygii";"Perciformes";"392800000.1735";1735;126957;"Ctenolabrus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"392900000.1736";1736;126018;"Ctenolabrus rupestris";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"438200000.2006";2006;126127;"Dicologlossa cuneata";0;0;0;NA;NA;NA;"Chordata"
"Echinodermata";"Echinoidea";"Spatangoida";"213161000.3972";3972;204070;"Echinocardium";0;0;0;NA;NA;NA;"Echinodermata"
"Chordata";"Actinopterygii";"Perciformes";"403800000.1762";1762;127082;"Echiichthys vipera";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"306400000.1577";1577;125737;"Enchelyopus cimbrius";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Clupeiformes";"266500000.1362";1362;126415;"Engraulis encrasicolus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Scorpaeniformes";"334700610.1920";1920;127264;"Eutrigla gurnardus";0;0;0;NA;NA;NA;"Chordata"
"Echinodermata";"Asteroidea";"Paxillosida";"205020000.2186";2186;123187;"Astropectinidae";0;0;0;NA;NA;NA;"Echinodermata"
"Porifera";"Demospongiae";"Halichondrida";"15000500.3391";3391;144132;"Axinellidae";0;0;0;NA;NA;NA;"Porifera"
"Chordata";"Actinopterygii";"Perciformes";"405100000.1816";1816;126795;"Blenniidae";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"408500000.1782";1782;125920;"Gobiidae";0;0;0;NA;NA;NA;"Chordata"
"Arthropoda";"Malacostraca";"Decapoda";"178300000.959";959;107704;"Scyllaridae";0;0;0;NA;NA;NA;"Arthropoda"
"Echinodermata";"Holothuroidea";"Apodida";"216700000.3022";3022;140291;"Synaptidae";0;0;0;NA;NA;NA;"Echinodermata"
"Chordata";"Actinopterygii";"Gadiformes";"302800000.1544";1544;125469;"Gadiculus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"302850000.1545";1545;125732;"Gadiculus argenteus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"301900000.1543";1543;126484;"Gadus morhua";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"307000000.1581";1581;125743;"Gaidropsarus macrophthalmus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"306800000.1580";1580;126450;"Gaidropsarus vulgaris";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Elasmobranchii";"Carcharhiniformes";"228700000.1254";1254;105801;"Galeorhinus galeus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"432900000.1980";1980;126120;"Glyptocephalus cynoglossus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Scorpaeniformes";"334115000.1905";1905;127253;"Helicolenus dactylopterus";0;0;0;NA;NA;NA;"Chordata"
"Mollusca";"Bivalvia";"[unassigned] Euheterodonta";"110322400.3655";3655;140021;"Hiatella arctica";0;0;0;NA;NA;NA;"Mollusca"
"Chordata";"Actinopterygii";"Perciformes";"402900000.1754";1754;125910;"Hyperoplus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"403000000.1755";1755;126753;"Hyperoplus lanceolatus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"392000000.1729";1729;127000;"Labrus mixtus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"427900000.1961";1961;106824;"Lepidorhombus boscii";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"427800000.1960";1960;154473;"Lepidorhombus whiffiagonis";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Elasmobranchii";"Rajiformes";"240400000.1311";1311;105872;"Leucoraja naevus";0;0;0;NA;NA;NA;"Chordata"
"Mollusca";"Gastropoda";"Nudibranchia";"77815300.12828";12828;NA;"Lomanotus genei";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Nudibranchia";"77815600.12829";12829;NA;"Lomanotus marmoratus";0;0;0;NA;NA;NA;"Mollusca"
"Chordata";"Actinopterygii";"Lophiiformes";"314600000.2050";2050;125493;"Lophius budegassa";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Lophiiformes";"314500000.2049";2049;10316;"Lophius piscatorius";0;0;0;NA;NA;NA;"Chordata"
"Arthropoda";"Malacostraca";"Decapoda";"199113400.1111";1111;106760;"Maja squinado";0;0;0;NA;NA;NA;"Arthropoda"
"Chordata";"Actinopterygii";"Gadiformes";"303100000.1549";1549;126074;"Melanogrammus aeglefinus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"308700000.1540";1540;127442;"Merluccius merluccius";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"303300000.1551";1551;125733;"Merlangius merlangus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"303600000.1553";1553;125734;"Micromesistius poutassou";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"434000000.1988";1988;126117;"Microstomus kitt";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"438800000.2011";2011;274303;"Microchirus variegatus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"305800000.1566";1566;126448;"Molva molva";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"384900001.1690";1690;125547;"Mullus surmuletus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Elasmobranchii";"Carcharhiniformes";"228850000.1257";1257;105820;"Mustelus asterias";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Elasmobranchii";"Carcharhiniformes";"229200000.1256";1256;105731;"Mustelus mustelus";0;0;0;NA;NA;NA;"Chordata"
"Mollusca";"Bivalvia";"Nuculida";"78600100.7683";7683;148438;"Nucula nitidosa";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Bivalvia";"Nuculida";"78700000.4217";4217;1784;"Nucula sulcata";0;0;0;NA;NA;NA;"Mollusca"
"Mollusca";"Gastropoda";"Nudibranchia";"77345100.12831";12831;NA;"Okenia elegans";0;0;0;NA;NA;NA;"Mollusca"
"Chordata";"Cephalaspidomorphi";NA;"222900000.1212";1212;1829;"Petromyzon marinus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"428200000.1964";1964;127145;"Phrynorhombus norvegicus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"307500000.1573";1573;126447;"Phycis blennoides";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"434326000.1978";1978;127129;"Pleuronectes platessa";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"303800000.1555";1555;125735;"Pollachius pollachius";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Elasmobranchii";"Rajiformes";"238800000.1302";1302;105711;"Raja clavata";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Elasmobranchii";"Rajiformes";"239000000.1304";1304;367297;"Raja montagui";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Clupeiformes";"262400000.1351";1351;125716;"Sardina pilchardus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"421623000.1772";1772;127089;"Scomber scombrus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Elasmobranchii";"Carcharhiniformes";"227200000.1242";1242;105836;"Scyliorhinus canicula";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Pleuronectiformes";"437100000.1996";1996;127139;"Solea solea";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gasterosteiformes";"330700000.1519";1519;125775;"Spinachia spinachia";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Clupeiformes";"263200000.1356";1356;126422;"Sprattus sprattus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"393600000.1738";1738;126020;"Symphodus melops";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Elasmobranchii";"Torpediniformes";"237800000.1297";1297;105718;"Torpedo marmorata";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Elasmobranchii";"Torpediniformes";"237820000.1298";1298;105784;"Torpedo nobiliana";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"358400000.1662";1662;126803;"Trachurus trachurus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"403400000.1759";1759;126755;"Trachinus draco";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Scorpaeniformes";"334708065.1922";1922;126178;"Trigloporus lastoviza";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Scorpaeniformes";"334707045.1910";1910;127240;"Trigla lyra";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"304300000.1560";1560;125739;"Trisopterus luscus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Gadiformes";"304100000.1558";1558;126440;"Trisopterus minutus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Perciformes";"381400000.1683";1683;126052;"Umbrina canariensis";0;0;0;NA;NA;NA;"Chordata"
"Arthropoda";"Malacostraca";"Decapoda";"180900000.980";980;107741;"Upogebia stellata";0;0;0;NA;NA;NA;"Arthropoda"
"Chordata";"Actinopterygii";"Pleuronectiformes";"428400000.1966";1966;236488;"Zeugopterus punctatus";0;0;0;NA;NA;NA;"Chordata"
"Chordata";"Actinopterygii";"Zeiformes";"328900000.1619";1619;10919;"Zeus faber";0;0;0;NA;NA;NA;"Chordata"
